Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2022-08-09,"Jingcun Technology provides enterprise integrating design, packaging, testing and sales.",Jingcun Technology,https://www.crunchbase.com/organization/jingcun-technology,"Application Specific Integrated Circuit (ASIC), Manufacturing, Semiconductor","Shenzhen, Guangdong, China, Asia",Series B - Jingcun Technology,https://www.crunchbase.com/funding_round/jingcun-technology-series-b--50d32847,2,"Fortune Venture Capital, Huaqing Capital",Early Stage Venture,Huaqing Capital,Series B,1,,,,,,,,,,Yes,,https://www.szrayson.com/,,Early Stage Venture,,"110,780",
2022-10-10,Huiye Technology is a virtual life AI-driven technology service provider.,Huiye Technology,https://www.crunchbase.com/organization/huiye-technology,Artificial Intelligence (AI),"Haidian, Beijing, China, Asia",Seed Round - Huiye Technology,https://www.crunchbase.com/funding_round/huiye-technology-seed--e805ed3c,2,"GL Ventures LLC, Shunwei Capital",Seed,GL Ventures LLC,Seed,2,,,,,,,,,,Yes,,http://www.huiye.tech/,,Seed,,"108,760",
2022-10-17,Enjoy Shop is a franchise chain one-stop collaboration empowerment platform to help brands improve the efficiency of franchise management.,Enjoy Shop,https://www.crunchbase.com/organization/enjoy-shop,"Franchise, Online Portals, SaaS, Software Engineering","Shanghai, Shanghai, China, Asia",Seed Round - Enjoy Shop,https://www.crunchbase.com/funding_round/enjoy-shop-seed--e7dd472f,2,"ShareLink Capital, SIG China (SIG Asia Investments)",Seed,SIG China (SIG Asia Investments),Seed,2,,,,,,,,,,Yes,,https://www.kaidian.cloud/,,Seed,,"110,983",
2022-10-10,"Enwo New Energy is a photovoltaic micro-inverter solution that provides research, development, and production.",Enwo New Energy,https://www.crunchbase.com/organization/enwo-new-energy,Energy,"Jinhua, Zhejiang, China, Asia",Series A - Enwo New Energy,https://www.crunchbase.com/funding_round/enwo-new-energy-series-a--6b96b8f6,1,Cloud Angel Fund,Early Stage Venture,Cloud Angel Fund,Series A,1,,,,,,,,,,Yes,,https://www.envertec.com/index.html,,Early Stage Venture,,"109,336",
2022-08-09,"Crystro specializes in R&D, design, processing, and sales of crystal materials and their application devices.",Crystro,https://www.crunchbase.com/organization/crystro,"Electronics, Machinery Manufacturing, Manufacturing","Hefei, Anhui, China, Asia",Series A - Crystro,https://www.crunchbase.com/funding_round/crystro-series-a--8c6fd6cf,1,Bridge Capital China,Early Stage Venture,Bridge Capital China,Series A,1,90000000,CNY,13328002,,,,90000000,CNY,13328002,Yes,,http://www.crystro.cn/,$10M to $50M,Early Stage Venture,,"109,377",
2022-08-01,Norm Medtech focuses on developing interventional medical devices.,Norm Medtech,https://www.crunchbase.com/organization/norm-medtech,"Medical Device, Therapeutics","Hangzhou, Zhejiang, China, Asia",Series B - Norm Medtech,https://www.crunchbase.com/funding_round/norm-medtech-series-b--9119c7e2,1,Qiming Venture Partners,Early Stage Venture,Qiming Venture Partners,Series B,1,,,,401000000,USD,401000000,,,,Yes,,http://www.normedtech.com,,Early Stage Venture,1,"108,193",
2022-08-29,Health Plus is the operator of a health insurance platform designed to provide insurance solutions for medical institutions & companies.,Health Plus,https://www.crunchbase.com/organization/health-plus-1d8e,"Financial Services, Health Care, Information Services, Insurance","Beijing, Beijing, China, Asia",Venture Round - Health Plus,https://www.crunchbase.com/funding_round/health-plus-1d8e-series-unknown--51bb6274,1,Health 100,,Health 100,Venture - Series Unknown,5,,,,,,,16189109,USD,16189109,Yes,,https://www.youjiajk.com,,,,"108,636",
2022-09-13,Innochain is an automated digital asset management platform.,InnoChain Data,https://www.crunchbase.com/organization/innochain-data,"Blockchain, Finance, Financial Services","Shenzhen, Guangdong, China, Asia",Series A - InnoChain Data,https://www.crunchbase.com/funding_round/innochain-data-series-a--a9f56eb9,1,Innohub Capital,Early Stage Venture,Innohub Capital,Series A,1,,,,,,,,,,Yes,,http://www.innochain.tech/,,Early Stage Venture,,"109,544",
2022-09-15,Intellinosis is a diagnostic company that focuses on developing molecular diagnostic reagents.,Intellinosis,https://www.crunchbase.com/organization/intellinosis,"Health Care, Health Diagnostics","Minhang, Shanghai, China, Asia",Angel Round - Intellinosis,https://www.crunchbase.com/funding_round/intellinosis-angel--c69f0eb3,1,Qiming Venture Partners,Seed,Qiming Venture Partners,Angel,1,,,,,,,,,,Yes,,,,Seed,1,"111,082",
2022-11-16,"Chongqing Hongxi Technology is engaged in design, research and development, production and sales of high-precision electronic components.",Chongqing Hongxi Technology,https://www.crunchbase.com/organization/chongqing-hongxi-technology,"Electronics, Industrial Engineering, Manufacturing","Chongqing, Heilongjiang, China, Asia",Venture Round - Chongqing Hongxi Technology,https://www.crunchbase.com/funding_round/chongqing-hongxi-technology-series-unknown--9b5706a9,1,GGR Capital,,,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.hong-xi.cn/en,,,,"111,676",
2022-09-02,Mesai Biotech develops macromolecular drugs to treat tumors.,Mesai Biotech,https://www.crunchbase.com/organization/mesai-biotech,"Biopharma, Biotechnology, Health Care, Medical","Hangzhou, Zhejiang, China, Asia",Series A - Mesai Biotech,https://www.crunchbase.com/funding_round/mesai-biotech-series-a--d6e4c249,2,"Cowin Venture, Ming Bioventures",Early Stage Venture,,Series A,1,,,,,,,,,,Yes,,http://www.medimscience.com/,,Early Stage Venture,,"111,732",
2022-12-08,1GENE is an authoritative cancer genetic testing organization.,1GENE,https://www.crunchbase.com/organization/1gene,"Health Care, Medical, Medical Device","Hangzhou, Zhejiang, China, Asia",Series B - 1GENE,https://www.crunchbase.com/funding_round/1gene-series-b--58f5dfa7,1,Chengda Pharmaceutical,Early Stage Venture,Chengda Pharmaceutical,Series B,3,,,,,,,54500000,CNY,8817148,Yes,,http://www.1gene.com.cn/,,Early Stage Venture,,"111,714",
2022-11-24,DJEL is a semiconductor equipment and software company specializing in integrated circuit yield management.,DJEL,https://www.crunchbase.com/organization/djel,"Electronics, Manufacturing, Semiconductor, Software","Beijing, Beijing, China, Asia",Venture Round - DJEL,https://www.crunchbase.com/funding_round/djel-series-unknown--88acb2d8,15,"An Xin Capital, Beijing E-town International Investment & Development, CCB International, CGII Private Fund, China Capital Management, Co-Stone Venture Capital, Five Bulls Fund, Green Pine Capital Partners, Haier Capital, NUO Capital, Red Horse Capital, Silk Road Huachuang, Xin Ding Capital, Xingcheng Capital, Yizhuang Venture Capital",,,Venture - Series Unknown,2,1000000000,CNY,139824939,,,,1000000000,CNY,139824939,Yes,,http://www.dfjy-jx.com,,,,"111,816",
2022-08-09,Huasheng Intelligent offers overall intelligent manufacturing solutions to customers.,Huasheng Intelligent,https://www.crunchbase.com/organization/huasheng-intelligent,"Industrial Automation, Manufacturing","Qingdao, Fujian, China, Asia",Series A - Huasheng Intelligent,https://www.crunchbase.com/funding_round/huasheng-intelligent-series-a--622460a3,1,Qianhai Fund of Funds,Early Stage Venture,Qianhai Fund of Funds,Series A,2,,,,,,,100000000,CNY,13668858,Yes,,https://www.huashine.net,,Early Stage Venture,,"111,822",
2022-09-07,"Suntech Group is a clean energy system solution provider, focusing on the research and development of clean energy.",SNE Solar,https://www.crunchbase.com/organization/sne-solar,"Energy, Solar","Hefei, Anhui, China, Asia",Series A - SNE Solar,https://www.crunchbase.com/funding_round/sne-solar-series-a--2d200751,1,Addor Capital,Early Stage Venture,Addor Capital,Series A,1,,,,,,,,,,Yes,,http://www.snesolar.com/,,Early Stage Venture,,"111,849",
2022-11-16,"JiangSu Sinonic Precision Alloy Technology produces nickel alloy material for aerospace, aviation, electric vehicles, computers, and others.",JiangSu Sinonic Precision Alloy Technology,https://www.crunchbase.com/organization/jiangsu-sinonic-precision-alloy-technology,"Manufacturing, Precious Metals","Yixing, Jiangsu, China, Asia",Venture Round - JiangSu Sinonic Precision Alloy Technology,https://www.crunchbase.com/funding_round/jiangsu-sinonic-precision-alloy-technology-series-unknown--ab864068,1,GGR Capital,,,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.sinonic.com/En/about.aspx?BaseInfoCateId=54&ProductsCateId=54&CateId=54&ViewCateID=54,,,,"111,879",
2022-11-07,Bailian.AI is an artificial intelligence company,Bailian.AI,https://www.crunchbase.com/organization/bailian-ai,"Artificial Intelligence (AI), Robotics","Beijing, Beijing, China, Asia",Series B - Bailian.AI,https://www.crunchbase.com/funding_round/bailian-ai-series-b--9e9c3854,2,"Enlight Growth Partners, Guangyuan Investment",Early Stage Venture,Enlight Growth Partners,Series B,4,100000000,CNY,13831641,,,,80837904,USD,80837904,Yes,,https://www.bailian-ai.com,,Early Stage Venture,1,"111,904",
2022-12-20,Zhongneng United is a B2B enterprise that develops & rents engineering equipment for aerial work.,Zhongneng United,https://www.crunchbase.com/organization/zhongneng-united,"B2B, Construction, Enterprise","Nanjing, Jiangsu, China, Asia",Series D - Zhongneng United,https://www.crunchbase.com/funding_round/zhongneng-united-series-d--3e9ad461,1,Caixin Industry Fund,Late Stage Venture,Caixin Industry Fund,Series D,9,,,,,,,225794071,USD,225794071,Yes,,https://www.znlh.com,$50M to $100M,Late Stage Venture,,"111,935",
2022-11-18,Advanced Solar Power develops advanced cadmium telluride (CdTe) based thin film technology for solar PV applications.,Advanced Solar Power,https://www.crunchbase.com/organization/advanced-solar-power,"Energy, Manufacturing, Renewable Energy, Solar","Hangzhou, Zhejiang, China, Asia",Series C - Advanced Solar Power,https://www.crunchbase.com/funding_round/advanced-solar-power-series-c--91f640b4,3,"Everbright Capital, Tsing Ventures, Watere Capital",Late Stage Venture,Everbright Capital,Series C,2,100000000,CNY,14045338,,,,100000000,CNY,14045338,Yes,,http://www.advsolarpower.com,$1M to $10M,Late Stage Venture,,"111,960",
2022-11-23,Thin Red Line is a technology company building the next-generation personal computing device platform after the smartphone.,Thin Red Line,https://www.crunchbase.com/organization/thin-red-line,"Augmented Reality, Developer Platform, Product Design","Haidian, Beijing, China, Asia",Angel Round - Thin Red Line,https://www.crunchbase.com/funding_round/thin-red-line-angel--2b5145b4,8,"ATM Capital, DJI, Eddie Wu, Legend Ventures, Lenovo Capital and Incubator Group (LCIG), Longzhu Capital, Matrix Partners China, Wanqiang Li",Seed,Longzhu Capital,Angel,1,50000000,USD,50000000,150000000,USD,150000000,50000000,USD,50000000,Yes,,https://www.thinredline.com.cn,$10M to $50M,Seed,,"111,972",
2022-12-28,"Royal Xiaohu is a frozen food company that combines food production, sales, and research and development.",Royal Xiaohu,https://www.crunchbase.com/organization/royal-xiaohu,"Food and Beverage, Meat and Poultry, Snack Food","Changsha, Jiangsu, China, Asia",Series B - Royal Xiaohu,https://www.crunchbase.com/funding_round/royal-xiaohu-series-b--e0e50219,2,"Binfu Capital, Shunwei Capital",Early Stage Venture,Binfu Capital,Series B,3,,,,,,,4220000,USD,4220000,Yes,,http://royalxiaohu.com/,,Early Stage Venture,2,"111,922",
2022-12-12,Chery Holding is a manufacturer and seller of the automotive.,Chery Holding,https://www.crunchbase.com/organization/chery-holding,"Automotive, Manufacturing, Sales","Wuhu, Anhui, China, Asia",Corporate Round - Chery Holding,https://www.crunchbase.com/funding_round/chery-holding-corporate-round--bddceaa2,1,Contemporary Amperex Technology,,Contemporary Amperex Technology,Corporate Round,3,,,,,,,10104000000,CNY,1589253253,Yes,,http://www.cheryholding.com/,,,,"112,504",
2022-12-23,Aiage develops longevity intestinal flora and longevity resource big data.,Aiage,https://www.crunchbase.com/organization/aiage,"Biotechnology, Health Care, Medical","Nanning, Guangxi, China, Asia",Venture Round - Aiage,https://www.crunchbase.com/funding_round/aiage-series-unknown--52760bc1,1,Zhengxuan Investment,,,Venture - Series Unknown,1,2250000000,CNY,321920650,,,,2250000000,CNY,321920650,Yes,,http://www.aiage.com,,,1,"112,580",
2022-12-28,Sichuan Shunying Power Battery Materials conducts research and produces energy storage materials through sustainable methods.,Sichuan Shunying Power Battery Materials,https://www.crunchbase.com/organization/sichuan-shunying-power-battery-materials,"Battery, Energy Efficiency, Energy Storage","Meishan, Sichuan, China, Asia",Series B - Sichuan Shunying Power Battery Materials,https://www.crunchbase.com/funding_round/sichuan-shunying-power-battery-materials-series-b--c5570dcf,2,"Ningbo Meishan Free Trade Port Zone Huazanheng Investment Management, Sichuan Manufacturing Collaborative Development Fund",Early Stage Venture,,Series B,2,602000000,CNY,86262484,,,,602000000,CNY,86262484,Yes,,http://www.syest.com.cn/,,Early Stage Venture,,"112,611",
2022-09-16,BestCovered is a provider of systematic multi-dimensional activation courses to help maintain a flexible mind.,BestCovered,https://www.crunchbase.com/organization/bestcovered,"Medical, Therapeutics","Shanghai, Shanghai, China, Asia",Series A - BestCovered,https://www.crunchbase.com/funding_round/bestcovered-series-a--05b818cc,4,"BioTrack Capital, Cenova, GSR Ventures, Long Hill Capital",Early Stage Venture,Cenova,Series A,3,100000000,CNY,14318852,,,,210000000,CNY,31375890,Yes,,https://www.bestcovered.com/,,Early Stage Venture,,"112,688",
2022-12-06,Lihui Technology is a digital solution provider for small and medium-sized enterprises.,Lihui Technology,https://www.crunchbase.com/organization/lihui-technology,"Software, Web Design, Web Development","Nanjing, Jiangsu, China, Asia",Venture Round - Lihui Technology,https://www.crunchbase.com/funding_round/lihui-technology-series-unknown--7ce3f84f,1,Linfeng Investment Management,,Linfeng Investment Management,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://lhkj.vip/,,,,"112,769",
2022-11-16,ZVISION provides automotive-grade solid-state LiDAR solution for autonomous driving applications.,ZVISION,https://www.crunchbase.com/organization/zvision-technologies,"Automotive, Logistics, Sensor","Beijing, Beijing, China, Asia",Series C - ZVISION,https://www.crunchbase.com/funding_round/zvision-technologies-series-c--e8359a8d,3,"CITIC Securities, Yuansheng Capital, Z&Y Capital",Late Stage Venture,Yuansheng Capital,Series C,7,,,,,,,10000000,USD,10000000,Yes,,http://www.zvision.xyz/,$10M to $50M,Late Stage Venture,,"112,863",
2022-12-20,Gona Semiconductor is a semiconductor component product developer.,Gona Semiconductor,https://www.crunchbase.com/organization/gona-semiconductor,"Hardware, Manufacturing, Semiconductor","Lingan, Zhejiang, China, Asia",Private Equity Round - Gona Semiconductor,https://www.crunchbase.com/funding_round/gona-semiconductor-private-equity--078748d4,1,West Shanghai Automotive,Private Equity,West Shanghai Automotive,Private Equity,1,10000000,CNY,1436389,,,,10000000,CNY,1436389,Yes,,http://www.gona-semi.com/Content/372886.html,,Private Equity,,"112,866",
2022-11-29,Zhongke Tianta is a commercial aerospace platform company.,Zhongke Tianta,https://www.crunchbase.com/organization/zhongke-tianta,"Aerospace, Air Transportation","Xian Shi, Shaanxi, China, Asia",Seed Round - Zhongke Tianta,https://www.crunchbase.com/funding_round/zhongke-tianta-seed--bef807cf,3,"CAS Star, Evergreen Capital, Weier Chuangye Touzi",Seed,Evergreen Capital,Seed,2,100000000,CNY,13964920,,,,200000000,CNY,27787575,Yes,,http://www.tianta.com.cn/index.htm,,Early Stage Venture,1,"112,839",
2022-11-11,Rocking Boat Technology is an industrial camera developer.,Rocking Boat Technology,https://www.crunchbase.com/organization/rocking-boat-technology,Electronics,"Liangjiang, Hunan, China, Asia",Venture Round - Rocking Boat Technology,https://www.crunchbase.com/funding_round/rocking-boat-technology-series-unknown--503d18e3,1,China Unicom,,China Unicom,Venture - Series Unknown,2,,,,,,,100000000,CNY,13806434,Yes,,https://www.theseustech.cn/,,Early Stage Venture,,"112,933",
2022-12-01,Nansu Technology is a digital medical technology company that focuses on the treatment of pan-brain dysfunction.,Nansu Technology,https://www.crunchbase.com/organization/nansu-technology,"Health Care, Medical, Medical Device","Hangzhou, Zhejiang, China, Asia",Series A - Nansu Technology,https://www.crunchbase.com/funding_round/nansu-technology-series-a--401d4d37,1,Shulan Health,Early Stage Venture,Shulan Health,Series A,2,,,,,,,,,,Yes,,https://www.nanstech.com/,,Early Stage Venture,1,"112,844",
2022-11-16,"Yichang Power Glory Technology produces lithium batteries, focusing on innovation and customer satisfaction.",Yichang Power Glory Technology Co.,https://www.crunchbase.com/organization/yichang-power-glory-technology-co,"Battery, Electronics, Manufacturing","Yichang, Hubei, China, Asia",Venture Round - Yichang Power Glory Technology Co.,https://www.crunchbase.com/funding_round/yichang-power-glory-technology-co-series-unknown--f89bc1c1,1,GGR Capital,,,Venture - Series Unknown,1,,,,,,,,,,Yes,,https://www.omnergybattery.com,$10M to $50M,,,"112,880",
